int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1521	1141	1	杰克	2102	2	1102	1201	1402	1501	1902;1903;1922;1930;1947	1603;1602	代号”十二宫“的变态杀手（配角）每次犯案之后都会给警方寄线索信进行挑衅，警方投入大量精力却始终未能追查到凶手。报纸编辑杰克（主角）对这一系列案件产生了浓烈的兴趣，他沉迷于破解凶手留下的线索。可杰克的妻子安妮（配角）无法理解丈夫的行为，两人日渐疏远。同时，杰克的同事柯登（配角）与警探大卫（主角）也帮助杰克追查案件，可真相却始终扑所迷离，他们的个人生活也受到了极大的改变...
1522	1141	2	大卫	2102	2	1102	0	1401	1502	1914;1907;1922;1930;1926	1601;1603	代号”十二宫“的变态杀手（配角）每次犯案之后都会给警方寄线索信进行挑衅，警方投入大量精力却始终未能追查到凶手。报纸编辑杰克（主角）对这一系列案件产生了浓烈的兴趣，他沉迷于破解凶手留下的线索。可杰克的妻子安妮（配角）无法理解丈夫的行为，两人日渐疏远。同时，杰克的同事柯登（配角）与警探大卫（主角）也帮助杰克追查案件，可真相却始终扑所迷离，他们的个人生活也受到了极大的改变...
1523	1141	3	安妮	2106	1	1101	0	1402	1501	1902;1904;1931;1932;1935	1602;1605	代号”十二宫“的变态杀手（配角）每次犯案之后都会给警方寄线索信进行挑衅，警方投入大量精力却始终未能追查到凶手。报纸编辑杰克（主角）对这一系列案件产生了浓烈的兴趣，他沉迷于破解凶手留下的线索。可杰克的妻子安妮（配角）无法理解丈夫的行为，两人日渐疏远。同时，杰克的同事柯登（配角）与警探大卫（主角）也帮助杰克追查案件，可真相却始终扑所迷离，他们的个人生活也受到了极大的改变...
1524	1141	4	柯登	2105	2	1102	0	1402	1502	1947;1905;1922;1931;1921	1601;1602	代号”十二宫“的变态杀手（配角）每次犯案之后都会给警方寄线索信进行挑衅，警方投入大量精力却始终未能追查到凶手。报纸编辑杰克（主角）对这一系列案件产生了浓烈的兴趣，他沉迷于破解凶手留下的线索。可杰克的妻子安妮（配角）无法理解丈夫的行为，两人日渐疏远。同时，杰克的同事柯登（配角）与警探大卫（主角）也帮助杰克追查案件，可真相却始终扑所迷离，他们的个人生活也受到了极大的改变...
1525	1141	5	杀手	2104	2	0	0	0	0	1943;1920;1930;1911;1922	1603;1604	代号”十二宫“的变态杀手（配角）每次犯案之后都会给警方寄线索信进行挑衅，警方投入大量精力却始终未能追查到凶手。报纸编辑杰克（主角）对这一系列案件产生了浓烈的兴趣，他沉迷于破解凶手留下的线索。可杰克的妻子安妮（配角）无法理解丈夫的行为，两人日渐疏远。同时，杰克的同事柯登（配角）与警探大卫（主角）也帮助杰克追查案件，可真相却始终扑所迷离，他们的个人生活也受到了极大的改变...
1526	1142	1	肯尼	2102	2	1102	1201	1402	0	1927;1902;1903;1905;1922	1601;1602	肯尼（主角）是一名普通的职员，一天，他如常到街边电话亭给自己的小情人安娜（配角）打电话约会，走进电话亭的刹那电话铃却响了起来。肯尼习惯性的接起电话，谜之男声警告他不要挂电话否则将血溅当场。肯尼以为是无聊的恶作剧，刚准备走出电话亭却看见一个路人被射杀身亡。他吓得呆立当场，而警察随后赶到并把他当做嫌疑犯。肯尼一边要应付电话中神秘男声的指示，一边还要面对警长汤姆（配角）与赶到的妻子凯莉（配角）的质疑。
1527	1142	2	汤姆	2104	2	0	0	1401	1502	1914;1907;1928;1903;1922	1603;1601	肯尼（主角）是一名普通的职员，一天，他如常到街边电话亭给自己的小情人安娜（配角）打电话约会，走进电话亭的刹那电话铃却响了起来。肯尼习惯性的接起电话，谜之男声警告他不要挂电话否则将血溅当场。肯尼以为是无聊的恶作剧，刚准备走出电话亭却看见一个路人被射杀身亡。他吓得呆立当场，而警察随后赶到并把他当做嫌疑犯。肯尼一边要应付电话中神秘男声的指示，一边还要面对警长汤姆（配角）与赶到的妻子凯莉（配角）的质疑。
1528	1142	3	安娜	2106	1	1101	1201	0	0	1902;1904;1932;1931;1935	1601;1605	肯尼（主角）是一名普通的职员，一天，他如常到街边电话亭给自己的小情人安娜（配角）打电话约会，走进电话亭的刹那电话铃却响了起来。肯尼习惯性的接起电话，谜之男声警告他不要挂电话否则将血溅当场。肯尼以为是无聊的恶作剧，刚准备走出电话亭却看见一个路人被射杀身亡。他吓得呆立当场，而警察随后赶到并把他当做嫌疑犯。肯尼一边要应付电话中神秘男声的指示，一边还要面对警长汤姆（配角）与赶到的妻子凯莉（配角）的质疑。
1529	1142	4	凯莉	2104	2	0	0	0	0	1902;1904;1932;1928;1935	1602;1603	肯尼（主角）是一名普通的职员，一天，他如常到街边电话亭给自己的小情人安娜（配角）打电话约会，走进电话亭的刹那电话铃却响了起来。肯尼习惯性的接起电话，谜之男声警告他不要挂电话否则将血溅当场。肯尼以为是无聊的恶作剧，刚准备走出电话亭却看见一个路人被射杀身亡。他吓得呆立当场，而警察随后赶到并把他当做嫌疑犯。肯尼一边要应付电话中神秘男声的指示，一边还要面对警长汤姆（配角）与赶到的妻子凯莉（配角）的质疑。
1530	1143	1	伊森	2101	2	0	1201	0	0	1941;1907;1926;1934;1921	1602;1603	伊森（主角），生活富足的安保企业销售员，在杀戮之夜为了保护家人而最终牺牲。
1531	1143	2	贝尔	2104	2	0	0	0	0	1944;1908;1902;1942;1929	1603;1605	贝尔（配角），心地善良的中二病少年，放入了被追杀的汤姆而使家人处于危险的境地。
1532	1143	3	汤姆	2104	2	0	0	0	0	1945;1921;1931;1930;1907	1601;1602	汤姆（配角），在杀戮之夜被追杀的猎物。
1533	1143	4	露西	2107	2	0	0	0	0	1923;1930;1920;1926;1911	1601;1605	露西（反派），觊觎伊森一家财富的邻居，趁杀戮之夜意图痛下杀手。
1534	1144	1	查理	2102	2	1102	1201	1401	0	1922;1940;1930;1927;1911	1603;1601	一次偶然，查理（主角）遇见了脱衣舞女詹妮（主角），两人一见钟情，但查理其实是个惯骗，他花言巧语说服詹妮弗加入了他的行骗计划。但他们高调的行事作风终于引起了FBI的注意，查理被捕入狱，FBI探员库克（主角）提出可以释放他，条件是查理和詹妮必须帮助他调查一位受贿的国会议员凯文（反派）。然而，查理的正牌妻子凯特（配角）捉摸不定的行为却为整个行动蒙上了一层阴影。
1535	1144	2	詹妮	2103	1	1101	0	0	1501	1902;1904;1932;1911;1935	1602;1603	一次偶然，查理（主角）遇见了脱衣舞女詹妮（主角），两人一见钟情，但查理其实是个惯骗，他花言巧语说服詹妮弗加入了他的行骗计划。但他们高调的行事作风终于引起了FBI的注意，查理被捕入狱，FBI探员库克（主角）提出可以释放他，条件是查理和詹妮必须帮助他调查一位受贿的国会议员凯文（反派）。然而，查理的正牌妻子凯特（配角）捉摸不定的行为却为整个行动蒙上了一层阴影。
1536	1144	3	库克	2102	2	1102	0	1402	0	1914;1928;1922;1917;1907	1605;1603	一次偶然，查理（主角）遇见了脱衣舞女詹妮（主角），两人一见钟情，但查理其实是个惯骗，他花言巧语说服詹妮弗加入了他的行骗计划。但他们高调的行事作风终于引起了FBI的注意，查理被捕入狱，FBI探员库克（主角）提出可以释放他，条件是查理和詹妮必须帮助他调查一位受贿的国会议员凯文（反派）。然而，查理的正牌妻子凯特（配角）捉摸不定的行为却为整个行动蒙上了一层阴影。
1537	1144	4	凯特	2104	2	0	0	0	0	1929;1932;1904;1935;1928	1601;1602	一次偶然，查理（主角）遇见了脱衣舞女詹妮（主角），两人一见钟情，但查理其实是个惯骗，他花言巧语说服詹妮弗加入了他的行骗计划。但他们高调的行事作风终于引起了FBI的注意，查理被捕入狱，FBI探员库克（主角）提出可以释放他，条件是查理和詹妮必须帮助他调查一位受贿的国会议员凯文（反派）。然而，查理的正牌妻子凯特（配角）捉摸不定的行为却为整个行动蒙上了一层阴影。
1538	1144	5	凯文	2107	2	1102	1201	0	1502	1949;1910;1923;1943;1941	1603;1605	一次偶然，查理（主角）遇见了脱衣舞女詹妮（主角），两人一见钟情，但查理其实是个惯骗，他花言巧语说服詹妮弗加入了他的行骗计划。但他们高调的行事作风终于引起了FBI的注意，查理被捕入狱，FBI探员库克（主角）提出可以释放他，条件是查理和詹妮必须帮助他调查一位受贿的国会议员凯文（反派）。然而，查理的正牌妻子凯特（配角）捉摸不定的行为却为整个行动蒙上了一层阴影。
1539	1145	1	赛斯	2102	2	1102	0	1401	0	1902;1922;1903;1910;1911	1601;1602	赛斯（主角）与麦克（反派）联手策划了一起抢劫案，事成之后本该两人平分赃款，然而麦克出卖了赛斯害得他入狱，自己独吞了巨款潜逃。几年之后赛斯出狱，决心复仇并拿回属于自己的东西。他网罗了开锁高手妮可（主角）与功夫了得的退役军人杰森（主角），准备实施自己精心筹划的复仇计划，但麦克也并不是省油的灯…
1540	1145	2	妮可	2103	1	1101	0	1402	0	1902;1932;1904;1931;1922	1603;1601	赛斯（主角）与麦克（反派）联手策划了一起抢劫案，事成之后本该两人平分赃款，然而麦克出卖了赛斯害得他入狱，自己独吞了巨款潜逃。几年之后赛斯出狱，决心复仇并拿回属于自己的东西。他网罗了开锁高手妮可（主角）与功夫了得的退役军人杰森（主角），准备实施自己精心筹划的复仇计划，但麦克也并不是省油的灯…
1541	1145	3	杰森	2101	2	0	0	0	0	1902;1926;1907;1911;1930	1601;1605	赛斯（主角）与麦克（反派）联手策划了一起抢劫案，事成之后本该两人平分赃款，然而麦克出卖了赛斯害得他入狱，自己独吞了巨款潜逃。几年之后赛斯出狱，决心复仇并拿回属于自己的东西。他网罗了开锁高手妮可（主角）与功夫了得的退役军人杰森（主角），准备实施自己精心筹划的复仇计划，但麦克也并不是省油的灯…
1542	1145	4	麦克	2107	2	1102	0	1401	1502	1923;1920;1943;1911;1930	1601;1602	赛斯（主角）与麦克（反派）联手策划了一起抢劫案，事成之后本该两人平分赃款，然而麦克出卖了赛斯害得他入狱，自己独吞了巨款潜逃。几年之后赛斯出狱，决心复仇并拿回属于自己的东西。他网罗了开锁高手妮可（主角）与功夫了得的退役军人杰森（主角），准备实施自己精心筹划的复仇计划，但麦克也并不是省油的灯…
1543	1146	1	沃克	2102	2	1102	0	1401	1502	1902;1914;1903;1924;1935	1601;1603	沃克（主角）是一名警官，为了侦破最近频繁出现的飞车党劫案，他潜入了飞车党帮派作为卧底以期收集证据把罪犯绳之以法。他高超的车技让他很快获得了帮派老大唐恩（主角）的信赖，同时也让唐恩的妹妹琼（主角）对他心生好感。然而这却惹恼了二把手丹尼（配角），认为他威胁了自己的位置。另一方面，随着交往深入，沃克慢慢的跟唐恩建立起了友情，可沃克的上司杰克（配角）也在给他施加压力，这让他的立场变得艰难起来…
1544	1146	2	唐恩	2102	2	1102	1201	1402	0	1910;1907;1934;1924;1926	1602;1601	沃克（主角）是一名警官，为了侦破最近频繁出现的飞车党劫案，他潜入了飞车党帮派作为卧底以期收集证据把罪犯绳之以法。他高超的车技让他很快获得了帮派老大唐恩（主角）的信赖，同时也让唐恩的妹妹琼（主角）对他心生好感。然而这却惹恼了二把手丹尼（配角），认为他威胁了自己的位置。另一方面，随着交往深入，沃克慢慢的跟唐恩建立起了友情，可沃克的上司杰克（配角）也在给他施加压力，这让他的立场变得艰难起来…
1545	1146	3	琼	2103	1	1101	0	0	1501	1902;1904;1932;1935;1903	1603;1604	沃克（主角）是一名警官，为了侦破最近频繁出现的飞车党劫案，他潜入了飞车党帮派作为卧底以期收集证据把罪犯绳之以法。他高超的车技让他很快获得了帮派老大唐恩（主角）的信赖，同时也让唐恩的妹妹琼（主角）对他心生好感。然而这却惹恼了二把手丹尼（配角），认为他威胁了自己的位置。另一方面，随着交往深入，沃克慢慢的跟唐恩建立起了友情，可沃克的上司杰克（配角）也在给他施加压力，这让他的立场变得艰难起来…
1546	1146	4	丹尼	2104	2	0	0	0	0	1911;1943;1930;1907;1924	1601;1605	沃克（主角）是一名警官，为了侦破最近频繁出现的飞车党劫案，他潜入了飞车党帮派作为卧底以期收集证据把罪犯绳之以法。他高超的车技让他很快获得了帮派老大唐恩（主角）的信赖，同时也让唐恩的妹妹琼（主角）对他心生好感。然而这却惹恼了二把手丹尼（配角），认为他威胁了自己的位置。另一方面，随着交往深入，沃克慢慢的跟唐恩建立起了友情，可沃克的上司杰克（配角）也在给他施加压力，这让他的立场变得艰难起来…
